commune_code;commune;population_2020;departement_code;departement;region_code;region
67253;Kuttolsheim;628;67;Bas-Rhin;44;Grand Est
67254;Kutzenhausen;919;67;Bas-Rhin;44;Grand Est
67255;Lalaye;471;67;Bas-Rhin;44;Grand Est
67256;Lampertheim;3004;67;Bas-Rhin;44;Grand Est
67257;Lampertsloch;732;67;Bas-Rhin;44;Grand Est
67258;Landersheim;203;67;Bas-Rhin;44;Grand Est
67259;Langensoultzbach;937;67;Bas-Rhin;44;Grand Est
67260;Laubach;319;67;Bas-Rhin;44;Grand Est
67261;Lauterbourg;2291;67;Bas-Rhin;44;Grand Est
67263;Lembach;1560;67;Bas-Rhin;44;Grand Est
67264;Leutenheim;843;67;Bas-Rhin;44;Grand Est
67265;Lichtenberg;559;67;Bas-Rhin;44;Grand Est
67266;Limersheim;661;67;Bas-Rhin;44;Grand Est
67267;Lingolsheim;18569;67;Bas-Rhin;44;Grand Est
67268;Lipsheim;2568;67;Bas-Rhin;44;Grand Est
67269;Littenheim;284;67;Bas-Rhin;44;Grand Est
67270;Lixhausen;374;67;Bas-Rhin;44;Grand Est
67271;Lobsann;638;67;Bas-Rhin;44;Grand Est
67272;Lochwiller;428;67;Bas-Rhin;44;Grand Est
67273;Lohr;498;67;Bas-Rhin;44;Grand Est
67274;Lorentzen;238;67;Bas-Rhin;44;Grand Est
67275;Lupstein;788;67;Bas-Rhin;44;Grand Est
67276;Lutzelhouse;1904;67;Bas-Rhin;44;Grand Est
67277;Mackenheim;761;67;Bas-Rhin;44;Grand Est
67278;Mackwiller;589;67;Bas-Rhin;44;Grand Est
67279;Maennolsheim;232;67;Bas-Rhin;44;Grand Est
67280;Maisonsgoutte;804;67;Bas-Rhin;44;Grand Est
67281;Marckolsheim;4142;67;Bas-Rhin;44;Grand Est
67282;Marlenheim;4234;67;Bas-Rhin;44;Grand Est
67283;Marmoutier;2705;67;Bas-Rhin;44;Grand Est
67285;Matzenheim;1418;67;Bas-Rhin;44;Grand Est
67286;Meistratzheim;1469;67;Bas-Rhin;44;Grand Est
67287;Melsheim;585;67;Bas-Rhin;44;Grand Est
67288;Memmelshoffen;332;67;Bas-Rhin;44;Grand Est
67289;Menchhoffen;603;67;Bas-Rhin;44;Grand Est
67290;Merkwiller-Pechelbronn;919;67;Bas-Rhin;44;Grand Est
67291;Mertzwiller;3360;67;Bas-Rhin;44;Grand Est
67292;Mietesheim;669;67;Bas-Rhin;44;Grand Est
67293;Minversheim;668;67;Bas-Rhin;44;Grand Est
67295;Mittelbergheim;658;67;Bas-Rhin;44;Grand Est
67296;Mittelhausbergen;1934;67;Bas-Rhin;44;Grand Est
67298;Mittelschaeffolsheim;564;67;Bas-Rhin;44;Grand Est
67299;Mollkirch;928;67;Bas-Rhin;44;Grand Est
67300;Molsheim;9286;67;Bas-Rhin;44;Grand Est
67301;Mommenheim;1815;67;Bas-Rhin;44;Grand Est
67302;Monswiller;2109;67;Bas-Rhin;44;Grand Est
67303;Morsbronn-les-Bains;678;67;Bas-Rhin;44;Grand Est
67304;Morschwiller;595;67;Bas-Rhin;44;Grand Est
67305;Mothern;2033;67;Bas-Rhin;44;Grand Est
67306;Muhlbach-sur-Bruche;648;67;Bas-Rhin;44;Grand Est
67307;Mulhausen;480;67;Bas-Rhin;44;Grand Est
67308;Munchhausen;732;67;Bas-Rhin;44;Grand Est
67309;Mundolsheim;4741;67;Bas-Rhin;44;Grand Est
67310;Mussig;1143;67;Bas-Rhin;44;Grand Est
67311;Muttersholtz;2023;67;Bas-Rhin;44;Grand Est
67312;Mutzenhouse;452;67;Bas-Rhin;44;Grand Est
67313;Mutzig;5992;67;Bas-Rhin;44;Grand Est
67314;Natzwiller;548;67;Bas-Rhin;44;Grand Est
67315;Neewiller-près-Lauterbourg;648;67;Bas-Rhin;44;Grand Est
67317;Neubois;695;67;Bas-Rhin;44;Grand Est
67319;Neuhaeusel;344;67;Bas-Rhin;44;Grand Est
67320;Neuve-Église;631;67;Bas-Rhin;44;Grand Est
67321;Neuviller-la-Roche;349;67;Bas-Rhin;44;Grand Est
67322;Neuwiller-lès-Saverne;1119;67;Bas-Rhin;44;Grand Est
67324;Niederbronn-les-Bains;4395;67;Bas-Rhin;44;Grand Est
67325;Niederhaslach;1411;67;Bas-Rhin;44;Grand Est
67326;Niederhausbergen;1522;67;Bas-Rhin;44;Grand Est
67327;Niederlauterbach;967;67;Bas-Rhin;44;Grand Est
67328;Niedermodern;931;67;Bas-Rhin;44;Grand Est
67329;Niedernai;1244;67;Bas-Rhin;44;Grand Est
67330;Niederrœdern;920;67;Bas-Rhin;44;Grand Est
67331;Niederschaeffolsheim;1376;67;Bas-Rhin;44;Grand Est
67333;Niedersoultzbach;265;67;Bas-Rhin;44;Grand Est
67334;Niedersteinbach;126;67;Bas-Rhin;44;Grand Est
67335;Nordheim;880;67;Bas-Rhin;44;Grand Est
67336;Nordhouse;1731;67;Bas-Rhin;44;Grand Est
67337;Nothalten;458;67;Bas-Rhin;44;Grand Est
67338;Obenheim;1380;67;Bas-Rhin;44;Grand Est
67339;Betschdorf;4137;67;Bas-Rhin;44;Grand Est
67340;Oberbronn;1561;67;Bas-Rhin;44;Grand Est
67341;Oberdorf-Spachbach;363;67;Bas-Rhin;44;Grand Est
67342;Oberhaslach;1771;67;Bas-Rhin;44;Grand Est
67343;Oberhausbergen;5383;67;Bas-Rhin;44;Grand Est
67344;Oberhoffen-lès-Wissembourg;332;67;Bas-Rhin;44;Grand Est
67345;Oberhoffen-sur-Moder;3464;67;Bas-Rhin;44;Grand Est
67346;Oberlauterbach;536;67;Bas-Rhin;44;Grand Est
67347;Obermodern-Zutzendorf;1676;67;Bas-Rhin;44;Grand Est
67348;Obernai;10953;67;Bas-Rhin;44;Grand Est
67349;Oberrœdern;531;67;Bas-Rhin;44;Grand Est
67350;Oberschaeffolsheim;2313;67;Bas-Rhin;44;Grand Est
67351;Seebach;1675;67;Bas-Rhin;44;Grand Est
67352;Obersoultzbach;433;67;Bas-Rhin;44;Grand Est
67353;Obersteinbach;224;67;Bas-Rhin;44;Grand Est
67354;Odratzheim;488;67;Bas-Rhin;44;Grand Est
67355;Oermingen;1252;67;Bas-Rhin;44;Grand Est
67356;Offendorf;2488;67;Bas-Rhin;44;Grand Est
67358;Offwiller;804;67;Bas-Rhin;44;Grand Est
67359;Ohlungen;1307;67;Bas-Rhin;44;Grand Est
67360;Ohnenheim;1015;67;Bas-Rhin;44;Grand Est
67361;Olwisheim;494;67;Bas-Rhin;44;Grand Est
67362;Orschwiller;608;67;Bas-Rhin;44;Grand Est
67363;Osthoffen;829;67;Bas-Rhin;44;Grand Est
67364;Osthouse;923;67;Bas-Rhin;44;Grand Est
67365;Ostwald;12714;67;Bas-Rhin;44;Grand Est
67366;Ottersthal;678;67;Bas-Rhin;44;Grand Est
67367;Otterswiller;1346;67;Bas-Rhin;44;Grand Est
67368;Ottrott;1548;67;Bas-Rhin;44;Grand Est
67369;Ottwiller;260;67;Bas-Rhin;44;Grand Est
67370;Petersbach;640;67;Bas-Rhin;44;Grand Est
67371;La Petite-Pierre;624;67;Bas-Rhin;44;Grand Est
67372;Val-de-Moder;5135;67;Bas-Rhin;44;Grand Est
67373;Pfalzweyer;323;67;Bas-Rhin;44;Grand Est
67375;Pfulgriesheim;1292;67;Bas-Rhin;44;Grand Est
67377;Plaine;989;67;Bas-Rhin;44;Grand Est
67378;Plobsheim;4434;67;Bas-Rhin;44;Grand Est
67379;Preuschdorf;912;67;Bas-Rhin;44;Grand Est
67380;Printzheim;201;67;Bas-Rhin;44;Grand Est
67381;Puberg;352;67;Bas-Rhin;44;Grand Est
67382;Quatzenheim;781;67;Bas-Rhin;44;Grand Est
67383;Rangen;206;67;Bas-Rhin;44;Grand Est
67384;Ranrupt;341;67;Bas-Rhin;44;Grand Est
67385;Ratzwiller;253;67;Bas-Rhin;44;Grand Est
67386;Rauwiller;208;67;Bas-Rhin;44;Grand Est
67387;Reichsfeld;297;67;Bas-Rhin;44;Grand Est
67388;Reichshoffen;5393;67;Bas-Rhin;44;Grand Est
67389;Reichstett;4430;67;Bas-Rhin;44;Grand Est
67391;Reinhardsmunster;452;67;Bas-Rhin;44;Grand Est
67392;Reipertswiller;873;67;Bas-Rhin;44;Grand Est
67394;Retschwiller;281;67;Bas-Rhin;44;Grand Est
67395;Reutenbourg;432;67;Bas-Rhin;44;Grand Est
67396;Rexingen;204;67;Bas-Rhin;44;Grand Est
67397;Rhinau;2717;67;Bas-Rhin;44;Grand Est
67398;Richtolsheim;335;67;Bas-Rhin;44;Grand Est
67400;Riedseltz;1095;67;Bas-Rhin;44;Grand Est
67401;Rimsdorf;311;67;Bas-Rhin;44;Grand Est
67403;Ringendorf;440;67;Bas-Rhin;44;Grand Est
67404;Rittershoffen;913;67;Bas-Rhin;44;Grand Est
67405;Rœschwoog;2296;67;Bas-Rhin;44;Grand Est
67406;Rohr;291;67;Bas-Rhin;44;Grand Est
67407;Rohrwiller;1662;67;Bas-Rhin;44;Grand Est
67408;Romanswiller;1258;67;Bas-Rhin;44;Grand Est
67409;Roppenheim;980;67;Bas-Rhin;44;Grand Est
67410;Rosenwiller;698;67;Bas-Rhin;44;Grand Est
67411;Rosheim;5083;67;Bas-Rhin;44;Grand Est
67412;Rossfeld;991;67;Bas-Rhin;44;Grand Est
67413;Rosteig;545;67;Bas-Rhin;44;Grand Est
67414;Rothau;1575;67;Bas-Rhin;44;Grand Est
67415;Rothbach;472;67;Bas-Rhin;44;Grand Est
67416;Rott;473;67;Bas-Rhin;44;Grand Est
67417;Rottelsheim;313;67;Bas-Rhin;44;Grand Est
67418;Rountzenheim-Auenheim;1945;67;Bas-Rhin;44;Grand Est
67420;Russ;1263;67;Bas-Rhin;44;Grand Est
67421;Saales;829;67;Bas-Rhin;44;Grand Est
67422;Saasenheim;603;67;Bas-Rhin;44;Grand Est
67423;Saessolsheim;563;67;Bas-Rhin;44;Grand Est
67424;Saint-Blaise-la-Roche;233;67;Bas-Rhin;44;Grand Est
67425;Saint-Jean-Saverne;574;67;Bas-Rhin;44;Grand Est
67426;Saint-Martin;352;67;Bas-Rhin;44;Grand Est
67427;Saint-Maurice;388;67;Bas-Rhin;44;Grand Est
67428;Saint-Nabor;488;67;Bas-Rhin;44;Grand Est
67429;Saint-Pierre;648;67;Bas-Rhin;44;Grand Est
67430;Saint-Pierre-Bois;773;67;Bas-Rhin;44;Grand Est
67432;Salmbach;580;67;Bas-Rhin;44;Grand Est
67433;Sand;1236;67;Bas-Rhin;44;Grand Est
67434;Sarre-Union;2865;67;Bas-Rhin;44;Grand Est
67435;Sarrewerden;857;67;Bas-Rhin;44;Grand Est
67436;Saulxures;516;67;Bas-Rhin;44;Grand Est
67437;Saverne;11151;67;Bas-Rhin;44;Grand Est
67438;Schaeffersheim;846;67;Bas-Rhin;44;Grand Est
67440;Schaffhouse-près-Seltz;561;67;Bas-Rhin;44;Grand Est
67441;Schalkendorf;331;67;Bas-Rhin;44;Grand Est
67442;Scharrachbergheim-Irmstett;1203;67;Bas-Rhin;44;Grand Est
67443;Scheibenhard;817;67;Bas-Rhin;44;Grand Est
67444;Scherlenheim;128;67;Bas-Rhin;44;Grand Est
67445;Scherwiller;3171;67;Bas-Rhin;44;Grand Est
67446;Schillersdorf;435;67;Bas-Rhin;44;Grand Est
67447;Schiltigheim;31811;67;Bas-Rhin;44;Grand Est
67448;Schirmeck;2242;67;Bas-Rhin;44;Grand Est
67449;Schirrhein;2212;67;Bas-Rhin;44;Grand Est
67450;Schirrhoffen;700;67;Bas-Rhin;44;Grand Est
67451;Schleithal;1446;67;Bas-Rhin;44;Grand Est
67452;Schnersheim;1553;67;Bas-Rhin;44;Grand Est
67453;Schœnau;597;67;Bas-Rhin;44;Grand Est
67454;Schœnbourg;433;67;Bas-Rhin;44;Grand Est
67455;Schœnenbourg;688;67;Bas-Rhin;44;Grand Est
67456;Schopperten;436;67;Bas-Rhin;44;Grand Est
67458;Schweighouse-sur-Moder;4915;67;Bas-Rhin;44;Grand Est
67459;Schwenheim;767;67;Bas-Rhin;44;Grand Est
67460;Schwindratzheim;1647;67;Bas-Rhin;44;Grand Est
67461;Schwobsheim;325;67;Bas-Rhin;44;Grand Est
67462;Sélestat;19124;67;Bas-Rhin;44;Grand Est
67463;Seltz;3308;67;Bas-Rhin;44;Grand Est
67464;Sermersheim;921;67;Bas-Rhin;44;Grand Est
67465;Sessenheim;2304;67;Bas-Rhin;44;Grand Est
67466;Siegen;508;67;Bas-Rhin;44;Grand Est
67467;Siewiller;389;67;Bas-Rhin;44;Grand Est
67468;Siltzheim;647;67;Bas-Rhin;44;Grand Est
67470;Solbach;105;67;Bas-Rhin;44;Grand Est
67471;Souffelweyersheim;7860;67;Bas-Rhin;44;Grand Est
67472;Soufflenheim;4910;67;Bas-Rhin;44;Grand Est
67473;Soultz-les-Bains;940;67;Bas-Rhin;44;Grand Est
67474;Soultz-sous-Forêts;3173;67;Bas-Rhin;44;Grand Est
67475;Sparsbach;244;67;Bas-Rhin;44;Grand Est
67476;Stattmatten;691;67;Bas-Rhin;44;Grand Est
67477;Steige;597;67;Bas-Rhin;44;Grand Est
67478;Steinbourg;2016;67;Bas-Rhin;44;Grand Est
67479;Steinseltz;602;67;Bas-Rhin;44;Grand Est
67480;Still;1804;67;Bas-Rhin;44;Grand Est
67481;Stotzheim;1031;67;Bas-Rhin;44;Grand Est
67482;Strasbourg;279284;67;Bas-Rhin;44;Grand Est
67483;Struth;247;67;Bas-Rhin;44;Grand Est
67484;Stundwiller;484;67;Bas-Rhin;44;Grand Est
67485;Stutzheim-Offenheim;1377;67;Bas-Rhin;44;Grand Est
67486;Sundhouse;1819;67;Bas-Rhin;44;Grand Est
67487;Surbourg;1679;67;Bas-Rhin;44;Grand Est
67488;Thal-Drulingen;183;67;Bas-Rhin;44;Grand Est
67489;Thal-Marmoutier;781;67;Bas-Rhin;44;Grand Est
67490;Thanvillé;603;67;Bas-Rhin;44;Grand Est
67491;Tieffenbach;267;67;Bas-Rhin;44;Grand Est
67492;Traenheim;648;67;Bas-Rhin;44;Grand Est
67493;Triembach-au-Val;474;67;Bas-Rhin;44;Grand Est
67494;Trimbach;569;67;Bas-Rhin;44;Grand Est
67495;Truchtersheim;4022;67;Bas-Rhin;44;Grand Est
67497;Uhlwiller;697;67;Bas-Rhin;44;Grand Est
67498;Uhrwiller;706;67;Bas-Rhin;44;Grand Est
67499;Urbeis;324;67;Bas-Rhin;44;Grand Est
67500;Urmatt;1487;67;Bas-Rhin;44;Grand Est
67501;Uttenheim;554;67;Bas-Rhin;44;Grand Est
67502;Uttenhoffen;201;67;Bas-Rhin;44;Grand Est
67503;Uttwiller;161;67;Bas-Rhin;44;Grand Est
67504;Valff;1297;67;Bas-Rhin;44;Grand Est
67505;La Vancelle;403;67;Bas-Rhin;44;Grand Est
67506;Vendenheim;5528;67;Bas-Rhin;44;Grand Est
67507;Villé;1850;67;Bas-Rhin;44;Grand Est
67508;Vœllerdingen;396;67;Bas-Rhin;44;Grand Est
67509;Volksberg;355;67;Bas-Rhin;44;Grand Est
67510;Wahlenheim;428;67;Bas-Rhin;44;Grand Est
67511;Walbourg;912;67;Bas-Rhin;44;Grand Est
67513;Waldersbach;130;67;Bas-Rhin;44;Grand Est
67514;Waldhambach;619;67;Bas-Rhin;44;Grand Est
67515;Waldolwisheim;576;67;Bas-Rhin;44;Grand Est
67516;Waltenheim-sur-Zorn;658;67;Bas-Rhin;44;Grand Est
67517;Wangen;712;67;Bas-Rhin;44;Grand Est
67519;La Wantzenau;5804;67;Bas-Rhin;44;Grand Est
67520;Wasselonne;5640;67;Bas-Rhin;44;Grand Est
67521;Weinbourg;434;67;Bas-Rhin;44;Grand Est
67522;Weislingen;529;67;Bas-Rhin;44;Grand Est
67523;Weitbruch;2863;67;Bas-Rhin;44;Grand Est
67524;Weiterswiller;524;67;Bas-Rhin;44;Grand Est
67525;Westhoffen;1659;67;Bas-Rhin;44;Grand Est
67526;Westhouse;1526;67;Bas-Rhin;44;Grand Est
67527;Westhouse-Marmoutier;271;67;Bas-Rhin;44;Grand Est
67528;Weyer;582;67;Bas-Rhin;44;Grand Est
67529;Weyersheim;3335;67;Bas-Rhin;44;Grand Est
67530;Wickersheim-Wilshausen;399;67;Bas-Rhin;44;Grand Est
67531;Wildersbach;294;67;Bas-Rhin;44;Grand Est
67532;Willgottheim;1088;67;Bas-Rhin;44;Grand Est
67534;Wilwisheim;727;67;Bas-Rhin;44;Grand Est
67535;Wimmenau;1103;67;Bas-Rhin;44;Grand Est
67536;Windstein;164;67;Bas-Rhin;44;Grand Est
67537;Wingen;457;67;Bas-Rhin;44;Grand Est
67538;Wingen-sur-Moder;1629;67;Bas-Rhin;44;Grand Est
67539;Wingersheim les Quatre Bans;2272;67;Bas-Rhin;44;Grand Est
67540;Wintershouse;907;67;Bas-Rhin;44;Grand Est
67541;Wintzenbach;550;67;Bas-Rhin;44;Grand Est
67542;Wintzenheim-Kochersberg;396;67;Bas-Rhin;44;Grand Est
67543;Wisches;2111;67;Bas-Rhin;44;Grand Est
67544;Wissembourg;7600;67;Bas-Rhin;44;Grand Est
67545;Witternheim;514;67;Bas-Rhin;44;Grand Est
67546;Wittersheim;644;67;Bas-Rhin;44;Grand Est
67547;Wittisheim;2055;67;Bas-Rhin;44;Grand Est
67548;Wiwersheim;873;67;Bas-Rhin;44;Grand Est
67550;Wœrth;1743;67;Bas-Rhin;44;Grand Est
67551;Wolfisheim;4139;67;Bas-Rhin;44;Grand Est
67552;Wolfskirchen;349;67;Bas-Rhin;44;Grand Est
67553;Wolschheim;318;67;Bas-Rhin;44;Grand Est
67554;Wolxheim;954;67;Bas-Rhin;44;Grand Est
67555;Zehnacker;245;67;Bas-Rhin;44;Grand Est
67556;Zeinheim;201;67;Bas-Rhin;44;Grand Est
67557;Zellwiller;772;67;Bas-Rhin;44;Grand Est
67558;Zinswiller;772;67;Bas-Rhin;44;Grand Est
67559;Zittersheim;245;67;Bas-Rhin;44;Grand Est
88001;Les Ableuvenettes;68;88;Vosges;44;Grand Est
88002;Ahéville;67;88;Vosges;44;Grand Est
88003;Aingeville;62;88;Vosges;44;Grand Est
88004;Ainvelle;151;88;Vosges;44;Grand Est
88005;Allarmont;215;88;Vosges;44;Grand Est
88006;Ambacourt;305;88;Vosges;44;Grand Est
88007;Ameuvelle;50;88;Vosges;44;Grand Est
88008;Anglemont;165;88;Vosges;44;Grand Est
88009;Anould;3340;88;Vosges;44;Grand Est
88010;Aouze;184;88;Vosges;44;Grand Est
88011;Arches;1639;88;Vosges;44;Grand Est
88012;Archettes;1094;88;Vosges;44;Grand Est
88013;Aroffe;83;88;Vosges;44;Grand Est
88014;Arrentès-de-Corcieux;176;88;Vosges;44;Grand Est
88015;Attignéville;225;88;Vosges;44;Grand Est
88016;Attigny;235;88;Vosges;44;Grand Est
88017;Aulnois;158;88;Vosges;44;Grand Est
88019;Autigny-la-Tour;164;88;Vosges;44;Grand Est
88020;Autreville;181;88;Vosges;44;Grand Est
88021;Autrey;291;88;Vosges;44;Grand Est
88022;Auzainvilliers;224;88;Vosges;44;Grand Est
88023;Avillers;86;88;Vosges;44;Grand Est
88024;Avrainville;109;88;Vosges;44;Grand Est
88025;Avranville;71;88;Vosges;44;Grand Est
88026;Aydoilles;1044;88;Vosges;44;Grand Est
88027;Badménil-aux-Bois;159;88;Vosges;44;Grand Est
88028;La Baffe;648;88;Vosges;44;Grand Est
88029;La Vôge-les-Bains;1662;88;Vosges;44;Grand Est
88030;Bainville-aux-Saules;132;88;Vosges;44;Grand Est
88031;Balléville;104;88;Vosges;44;Grand Est
88032;Ban-de-Laveline;1224;88;Vosges;44;Grand Est
88033;Ban-de-Sapt;349;88;Vosges;44;Grand Est
88035;Barbey-Seroux;146;88;Vosges;44;Grand Est
88036;Barville;90;88;Vosges;44;Grand Est
88037;Basse-sur-le-Rupt;868;88;Vosges;44;Grand Est
88038;Battexey;33;88;Vosges;44;Grand Est
88039;Baudricourt;325;88;Vosges;44;Grand Est
88040;Bayecourt;257;88;Vosges;44;Grand Est
88041;Bazegney;113;88;Vosges;44;Grand Est
88042;Bazien;77;88;Vosges;44;Grand Est
88043;Bazoilles-et-Ménil;118;88;Vosges;44;Grand Est
88044;Bazoilles-sur-Meuse;606;88;Vosges;44;Grand Est
88045;Beaufremont;92;88;Vosges;44;Grand Est
88046;Beauménil;120;88;Vosges;44;Grand Est
88047;Begnécourt;162;88;Vosges;44;Grand Est
88048;Bellefontaine;997;88;Vosges;44;Grand Est
88049;Belmont-lès-Darney;111;88;Vosges;44;Grand Est
88050;Belmont-sur-Buttant;300;88;Vosges;44;Grand Est
88051;Belmont-sur-Vair;122;88;Vosges;44;Grand Est
88052;Belrupt;100;88;Vosges;44;Grand Est
88053;Belval;154;88;Vosges;44;Grand Est
88054;Bertrimoutier;309;88;Vosges;44;Grand Est
88055;Bettegney-Saint-Brice;170;88;Vosges;44;Grand Est
88056;Bettoncourt;92;88;Vosges;44;Grand Est
88057;Le Beulay;99;88;Vosges;44;Grand Est
88058;Biécourt;102;88;Vosges;44;Grand Est
88059;Biffontaine;416;88;Vosges;44;Grand Est
88060;Blémerey;26;88;Vosges;44;Grand Est
88061;Bleurville;323;88;Vosges;44;Grand Est
88062;Blevaincourt;106;88;Vosges;44;Grand Est
88063;Bocquegney;134;88;Vosges;44;Grand Est
88064;Bois-de-Champ;114;88;Vosges;44;Grand Est
88065;Bonvillet;312;88;Vosges;44;Grand Est
88066;Boulaincourt;71;88;Vosges;44;Grand Est
88068;La Bourgonce;899;88;Vosges;44;Grand Est
88069;Bouxières-aux-Bois;141;88;Vosges;44;Grand Est
88070;Bouxurulles;168;88;Vosges;44;Grand Est
88071;Bouzemont;52;88;Vosges;44;Grand Est
88073;Brantigny;210;88;Vosges;44;Grand Est
88074;Brechainville;62;88;Vosges;44;Grand Est
88075;La Bresse;4198;88;Vosges;44;Grand Est
88076;Brouvelieures;440;88;Vosges;44;Grand Est
88077;Brû;568;88;Vosges;44;Grand Est
88078;Bruyères;3080;88;Vosges;44;Grand Est
88079;Bulgnéville;1525;88;Vosges;44;Grand Est
88080;Bult;309;88;Vosges;44;Grand Est
88081;Bussang;1405;88;Vosges;44;Grand Est
88082;Celles-sur-Plaine;847;88;Vosges;44;Grand Est
88083;Certilleux;210;88;Vosges;44;Grand Est
88084;Chamagne;465;88;Vosges;44;Grand Est
88085;Champdray;179;88;Vosges;44;Grand Est
88086;Champ-le-Duc;550;88;Vosges;44;Grand Est
88087;Chantraine;3194;88;Vosges;44;Grand Est
88088;La Chapelle-aux-Bois;666;88;Vosges;44;Grand Est
88089;La Chapelle-devant-Bruyères;586;88;Vosges;44;Grand Est
88090;Charmes;4706;88;Vosges;44;Grand Est
88091;Charmois-devant-Bruyères;395;88;Vosges;44;Grand Est
88092;Charmois-l'Orgueilleux;588;88;Vosges;44;Grand Est
88093;Châtas;51;88;Vosges;44;Grand Est
88094;Châtel-sur-Moselle;1704;88;Vosges;44;Grand Est
88095;Châtenois;1704;88;Vosges;44;Grand Est
88096;Châtillon-sur-Saône;141;88;Vosges;44;Grand Est
88097;Chauffecourt;41;88;Vosges;44;Grand Est
88098;Chaumousey;899;88;Vosges;44;Grand Est
88099;Chavelot;1413;88;Vosges;44;Grand Est
88100;Chef-Haut;46;88;Vosges;44;Grand Est
88101;Cheniménil;1205;88;Vosges;44;Grand Est
88102;Chermisey;98;88;Vosges;44;Grand Est
88103;Circourt;88;88;Vosges;44;Grand Est
88104;Circourt-sur-Mouzon;189;88;Vosges;44;Grand Est
88105;Claudon;219;88;Vosges;44;Grand Est
88106;Ban-sur-Meurthe-Clefcy;951;88;Vosges;44;Grand Est
88107;Clérey-la-Côte;32;88;Vosges;44;Grand Est
88108;Le Clerjus;562;88;Vosges;44;Grand Est
88109;Cleurie;656;88;Vosges;44;Grand Est
88110;Clézentaine;215;88;Vosges;44;Grand Est
88111;Coinches;352;88;Vosges;44;Grand Est
88113;Combrimont;139;88;Vosges;44;Grand Est
88114;Contrexéville;3232;88;Vosges;44;Grand Est
88115;Corcieux;1557;88;Vosges;44;Grand Est
88116;Cornimont;3238;88;Vosges;44;Grand Est
88117;Courcelles-sous-Châtenois;81;88;Vosges;44;Grand Est
88118;Coussey;730;88;Vosges;44;Grand Est
88119;Crainvilliers;172;88;Vosges;44;Grand Est
88120;La Croix-aux-Mines;509;88;Vosges;44;Grand Est
88121;Damas-aux-Bois;268;88;Vosges;44;Grand Est
88122;Damas-et-Bettegney;367;88;Vosges;44;Grand Est
88123;Damblain;254;88;Vosges;44;Grand Est
88124;Darney;1107;88;Vosges;44;Grand Est
88125;Darney-aux-Chênes;61;88;Vosges;44;Grand Est
88126;Darnieulles;1451;88;Vosges;44;Grand Est
88127;Deinvillers;63;88;Vosges;44;Grand Est
88128;Denipaire;246;88;Vosges;44;Grand Est
88129;Derbamont;109;88;Vosges;44;Grand Est
88130;Destord;247;88;Vosges;44;Grand Est
88131;Deycimont;309;88;Vosges;44;Grand Est
88132;Deyvillers;1446;88;Vosges;44;Grand Est
88133;Dignonville;186;88;Vosges;44;Grand Est
88134;Dinozé;597;88;Vosges;44;Grand Est
88135;Docelles;889;88;Vosges;44;Grand Est
88136;Dogneville;1486;88;Vosges;44;Grand Est
88137;Dolaincourt;96;88;Vosges;44;Grand Est
88138;Dombasle-devant-Darney;82;88;Vosges;44;Grand Est
88139;Dombasle-en-Xaintois;126;88;Vosges;44;Grand Est
88140;Dombrot-le-Sec;380;88;Vosges;44;Grand Est
88141;Dombrot-sur-Vair;249;88;Vosges;44;Grand Est
88142;Domèvre-sur-Avière;396;88;Vosges;44;Grand Est
88143;Domèvre-sur-Durbion;275;88;Vosges;44;Grand Est
88144;Domèvre-sous-Montfort;58;88;Vosges;44;Grand Est
88145;Domfaing;216;88;Vosges;44;Grand Est
88146;Domjulien;180;88;Vosges;44;Grand Est
88147;Dommartin-aux-Bois;397;88;Vosges;44;Grand Est
88148;Dommartin-lès-Remiremont;1893;88;Vosges;44;Grand Est
88149;Dommartin-lès-Vallois;57;88;Vosges;44;Grand Est
88150;Dommartin-sur-Vraine;314;88;Vosges;44;Grand Est
88151;Dompaire;1168;88;Vosges;44;Grand Est
88152;Dompierre;263;88;Vosges;44;Grand Est
88153;Domptail;359;88;Vosges;44;Grand Est
88154;Domrémy-la-Pucelle;115;88;Vosges;44;Grand Est
88155;Domvallier;107;88;Vosges;44;Grand Est
88156;Doncières;140;88;Vosges;44;Grand Est
88157;Dounoux;856;88;Vosges;44;Grand Est
88158;Éloyes;3224;88;Vosges;44;Grand Est
88159;Entre-deux-Eaux;509;88;Vosges;44;Grand Est
88160;Épinal;31558;88;Vosges;44;Grand Est
88161;Escles;435;88;Vosges;44;Grand Est
88162;Esley;189;88;Vosges;44;Grand Est
88163;Essegney;761;88;Vosges;44;Grand Est
88164;Estrennes;91;88;Vosges;44;Grand Est
88165;Étival-Clairefontaine;2601;88;Vosges;44;Grand Est
88166;Évaux-et-Ménil;356;88;Vosges;44;Grand Est
88167;Faucompierre;243;88;Vosges;44;Grand Est
88168;Fauconcourt;129;88;Vosges;44;Grand Est
88169;Fays;229;88;Vosges;44;Grand Est
88170;Ferdrupt;720;88;Vosges;44;Grand Est
88171;Fignévelle;44;88;Vosges;44;Grand Est
88172;Fiménil;226;88;Vosges;44;Grand Est
88173;Florémont;442;88;Vosges;44;Grand Est
88174;Fomerey;158;88;Vosges;44;Grand Est
88175;Fontenay;477;88;Vosges;44;Grand Est
88176;Fontenoy-le-Château;539;88;Vosges;44;Grand Est
88177;La Forge;531;88;Vosges;44;Grand Est
88178;Les Forges;1885;88;Vosges;44;Grand Est
