commune_code;commune;population_2020;departement_code;departement;region_code;region
39301;Loulle;172;39;Jura;27;Bourgogne-Franche-Comté
39302;Louvatange;98;39;Jura;27;Bourgogne-Franche-Comté
39304;Le Louverot;213;39;Jura;27;Bourgogne-Franche-Comté
39305;La Loye;549;39;Jura;27;Bourgogne-Franche-Comté
39306;Macornay;980;39;Jura;27;Bourgogne-Franche-Comté
39307;Maisod;328;39;Jura;27;Bourgogne-Franche-Comté
39308;Malange;323;39;Jura;27;Bourgogne-Franche-Comté
39310;Mantry;449;39;Jura;27;Bourgogne-Franche-Comté
39312;Marigna-sur-Valouse;118;39;Jura;27;Bourgogne-Franche-Comté
39313;Marigny;200;39;Jura;27;Bourgogne-Franche-Comté
39314;Marnézia;95;39;Jura;27;Bourgogne-Franche-Comté
39315;Marnoz;407;39;Jura;27;Bourgogne-Franche-Comté
39317;La Marre;331;39;Jura;27;Bourgogne-Franche-Comté
39318;Martigna;199;39;Jura;27;Bourgogne-Franche-Comté
39319;Mathenay;140;39;Jura;27;Bourgogne-Franche-Comté
39320;Maynal;342;39;Jura;27;Bourgogne-Franche-Comté
39321;Menétru-le-Vignoble;152;39;Jura;27;Bourgogne-Franche-Comté
39322;Menétrux-en-Joux;56;39;Jura;27;Bourgogne-Franche-Comté
39323;Menotey;298;39;Jura;27;Bourgogne-Franche-Comté
39324;Mérona;9;39;Jura;27;Bourgogne-Franche-Comté
39325;Mesnay;579;39;Jura;27;Bourgogne-Franche-Comté
39326;Mesnois;192;39;Jura;27;Bourgogne-Franche-Comté
39327;Messia-sur-Sorne;842;39;Jura;27;Bourgogne-Franche-Comté
39328;Meussia;424;39;Jura;27;Bourgogne-Franche-Comté
39329;Mièges;155;39;Jura;27;Bourgogne-Franche-Comté
39330;Miéry;153;39;Jura;27;Bourgogne-Franche-Comté
39331;Mignovillard;804;39;Jura;27;Bourgogne-Franche-Comté
39333;Moirans-en-Montagne;2092;39;Jura;27;Bourgogne-Franche-Comté
39334;Moiron;132;39;Jura;27;Bourgogne-Franche-Comté
39335;Moissey;557;39;Jura;27;Bourgogne-Franche-Comté
39336;Molain;108;39;Jura;27;Bourgogne-Franche-Comté
39337;Molamboz;89;39;Jura;27;Bourgogne-Franche-Comté
39338;Molay;502;39;Jura;27;Bourgogne-Franche-Comté
39339;Chassal-Molinges;1137;39;Jura;27;Bourgogne-Franche-Comté
39342;Monay;126;39;Jura;27;Bourgogne-Franche-Comté
39343;Monnetay;14;39;Jura;27;Bourgogne-Franche-Comté
39344;Monnet-la-Ville;347;39;Jura;27;Bourgogne-Franche-Comté
39345;Monnières;425;39;Jura;27;Bourgogne-Franche-Comté
39346;Montagna-le-Reconduit;118;39;Jura;27;Bourgogne-Franche-Comté
39348;Montaigu;451;39;Jura;27;Bourgogne-Franche-Comté
39349;Montain;518;39;Jura;27;Bourgogne-Franche-Comté
39350;Montbarrey;317;39;Jura;27;Bourgogne-Franche-Comté
39351;Montcusel;163;39;Jura;27;Bourgogne-Franche-Comté
39352;Monteplain;136;39;Jura;27;Bourgogne-Franche-Comté
39353;Montfleur;190;39;Jura;27;Bourgogne-Franche-Comté
39354;Montholier;354;39;Jura;27;Bourgogne-Franche-Comté
39355;Montigny-lès-Arsures;264;39;Jura;27;Bourgogne-Franche-Comté
39356;Montigny-sur-l'Ain;195;39;Jura;27;Bourgogne-Franche-Comté
39359;Montmarlon;31;39;Jura;27;Bourgogne-Franche-Comté
39360;Montmirey-la-Ville;179;39;Jura;27;Bourgogne-Franche-Comté
39361;Montmirey-le-Château;194;39;Jura;27;Bourgogne-Franche-Comté
39362;Montmorot;3025;39;Jura;27;Bourgogne-Franche-Comté
39363;Montrevel;94;39;Jura;27;Bourgogne-Franche-Comté
39364;Montrond;493;39;Jura;27;Bourgogne-Franche-Comté
39365;Mont-sous-Vaudrey;1253;39;Jura;27;Bourgogne-Franche-Comté
39366;Mont-sur-Monnet;248;39;Jura;27;Bourgogne-Franche-Comté
39367;Morbier;2306;39;Jura;27;Bourgogne-Franche-Comté
39368;Hauts de Bienne;5370;39;Jura;27;Bourgogne-Franche-Comté
39370;Mouchard;1116;39;Jura;27;Bourgogne-Franche-Comté
39372;Mournans-Charbonny;92;39;Jura;27;Bourgogne-Franche-Comté
39373;Les Moussières;171;39;Jura;27;Bourgogne-Franche-Comté
39375;Moutonne;131;39;Jura;27;Bourgogne-Franche-Comté
39376;Moutoux;70;39;Jura;27;Bourgogne-Franche-Comté
39377;Mutigney;169;39;Jura;27;Bourgogne-Franche-Comté
39378;Les Trois Châteaux;772;39;Jura;27;Bourgogne-Franche-Comté
39379;Nance;511;39;Jura;27;Bourgogne-Franche-Comté
39380;Nancuise;45;39;Jura;27;Bourgogne-Franche-Comté
39381;Les Nans;89;39;Jura;27;Bourgogne-Franche-Comté
39385;Neublans-Abergement;529;39;Jura;27;Bourgogne-Franche-Comté
39386;Neuvilley;86;39;Jura;27;Bourgogne-Franche-Comté
39387;Nevy-lès-Dole;274;39;Jura;27;Bourgogne-Franche-Comté
39388;Nevy-sur-Seille;212;39;Jura;27;Bourgogne-Franche-Comté
39389;Ney;566;39;Jura;27;Bourgogne-Franche-Comté
39390;Nogna;294;39;Jura;27;Bourgogne-Franche-Comté
39391;Nozeroy;436;39;Jura;27;Bourgogne-Franche-Comté
39392;Offlanges;198;39;Jura;27;Bourgogne-Franche-Comté
39393;Onglières;65;39;Jura;27;Bourgogne-Franche-Comté
39394;Onoz;74;39;Jura;27;Bourgogne-Franche-Comté
39396;Orchamps;1106;39;Jura;27;Bourgogne-Franche-Comté
39397;Orgelet;1583;39;Jura;27;Bourgogne-Franche-Comté
39398;Ougney;370;39;Jura;27;Bourgogne-Franche-Comté
39399;Ounans;367;39;Jura;27;Bourgogne-Franche-Comté
39400;Our;139;39;Jura;27;Bourgogne-Franche-Comté
39401;Oussières;230;39;Jura;27;Bourgogne-Franche-Comté
39402;Pagney;337;39;Jura;27;Bourgogne-Franche-Comté
39403;Pagnoz;234;39;Jura;27;Bourgogne-Franche-Comté
39404;Pannessières;481;39;Jura;27;Bourgogne-Franche-Comté
39405;Parcey;961;39;Jura;27;Bourgogne-Franche-Comté
39406;Le Pasquier;256;39;Jura;27;Bourgogne-Franche-Comté
39407;Passenans;350;39;Jura;27;Bourgogne-Franche-Comté
39408;Patornay;139;39;Jura;27;Bourgogne-Franche-Comté
39409;Peintre;123;39;Jura;27;Bourgogne-Franche-Comté
39411;Perrigny;1526;39;Jura;27;Bourgogne-Franche-Comté
39412;Peseux;316;39;Jura;27;Bourgogne-Franche-Comté
39413;La Pesse;349;39;Jura;27;Bourgogne-Franche-Comté
39415;Petit-Noir;1112;39;Jura;27;Bourgogne-Franche-Comté
39418;Picarreau;103;39;Jura;27;Bourgogne-Franche-Comté
39419;Pillemoine;57;39;Jura;27;Bourgogne-Franche-Comté
39420;Pimorin;193;39;Jura;27;Bourgogne-Franche-Comté
39421;Le Pin;242;39;Jura;27;Bourgogne-Franche-Comté
39422;Plainoiseau;529;39;Jura;27;Bourgogne-Franche-Comté
39423;Plaisia;111;39;Jura;27;Bourgogne-Franche-Comté
39424;Les Planches-en-Montagne;165;39;Jura;27;Bourgogne-Franche-Comté
39425;Les Planches-près-Arbois;100;39;Jura;27;Bourgogne-Franche-Comté
39426;Plasne;224;39;Jura;27;Bourgogne-Franche-Comté
39427;Plénise;63;39;Jura;27;Bourgogne-Franche-Comté
39428;Plénisette;24;39;Jura;27;Bourgogne-Franche-Comté
39429;Pleure;424;39;Jura;27;Bourgogne-Franche-Comté
39430;Plumont;103;39;Jura;27;Bourgogne-Franche-Comté
39431;Poids-de-Fiole;330;39;Jura;27;Bourgogne-Franche-Comté
39432;Pointre;125;39;Jura;27;Bourgogne-Franche-Comté
39434;Poligny;4079;39;Jura;27;Bourgogne-Franche-Comté
39435;Pont-de-Poitte;653;39;Jura;27;Bourgogne-Franche-Comté
39436;Pont-d'Héry;236;39;Jura;27;Bourgogne-Franche-Comté
39437;Pont-du-Navoy;267;39;Jura;27;Bourgogne-Franche-Comté
39439;Port-Lesney;538;39;Jura;27;Bourgogne-Franche-Comté
39441;Prémanon;1182;39;Jura;27;Bourgogne-Franche-Comté
39443;Présilly;130;39;Jura;27;Bourgogne-Franche-Comté
39444;Pretin;62;39;Jura;27;Bourgogne-Franche-Comté
39445;Publy;285;39;Jura;27;Bourgogne-Franche-Comté
39446;Pupillin;240;39;Jura;27;Bourgogne-Franche-Comté
39447;Quintigny;241;39;Jura;27;Bourgogne-Franche-Comté
39448;Rahon;509;39;Jura;27;Bourgogne-Franche-Comté
39449;Rainans;270;39;Jura;27;Bourgogne-Franche-Comté
39451;Ranchot;486;39;Jura;27;Bourgogne-Franche-Comté
39452;Rans;538;39;Jura;27;Bourgogne-Franche-Comté
39453;Ravilloles;488;39;Jura;27;Bourgogne-Franche-Comté
39454;Recanoz;90;39;Jura;27;Bourgogne-Franche-Comté
39455;Reithouse;63;39;Jura;27;Bourgogne-Franche-Comté
39456;Relans;341;39;Jura;27;Bourgogne-Franche-Comté
39457;Les Repôts;54;39;Jura;27;Bourgogne-Franche-Comté
39458;Revigny;249;39;Jura;27;Bourgogne-Franche-Comté
39460;La Rixouse;191;39;Jura;27;Bourgogne-Franche-Comté
39461;Rix;72;39;Jura;27;Bourgogne-Franche-Comté
39462;Rochefort-sur-Nenon;662;39;Jura;27;Bourgogne-Franche-Comté
39463;Rogna;226;39;Jura;27;Bourgogne-Franche-Comté
39464;Romain;205;39;Jura;27;Bourgogne-Franche-Comté
39465;Romange;198;39;Jura;27;Bourgogne-Franche-Comté
39466;Rosay;125;39;Jura;27;Bourgogne-Franche-Comté
39467;Rotalier;166;39;Jura;27;Bourgogne-Franche-Comté
39468;Rothonay;133;39;Jura;27;Bourgogne-Franche-Comté
39469;Rouffange;103;39;Jura;27;Bourgogne-Franche-Comté
39470;Les Rousses;3544;39;Jura;27;Bourgogne-Franche-Comté
39471;Ruffey-sur-Seille;722;39;Jura;27;Bourgogne-Franche-Comté
39472;Rye;217;39;Jura;27;Bourgogne-Franche-Comté
39473;Saffloz;108;39;Jura;27;Bourgogne-Franche-Comté
39474;Sainte-Agnès;355;39;Jura;27;Bourgogne-Franche-Comté
39475;Saint-Amour;2369;39;Jura;27;Bourgogne-Franche-Comté
39476;Saint-Aubin;1798;39;Jura;27;Bourgogne-Franche-Comté
39477;Saint-Baraing;264;39;Jura;27;Bourgogne-Franche-Comté
39478;Saint-Claude;9526;39;Jura;27;Bourgogne-Franche-Comté
39479;Saint-Cyr-Montmalin;228;39;Jura;27;Bourgogne-Franche-Comté
39480;Saint-Didier;274;39;Jura;27;Bourgogne-Franche-Comté
39481;Saint-Germain-en-Montagne;423;39;Jura;27;Bourgogne-Franche-Comté
39485;Val Suran;797;39;Jura;27;Bourgogne-Franche-Comté
39486;Saint-Lamain;116;39;Jura;27;Bourgogne-Franche-Comté
39487;Saint-Laurent-en-Grandvaux;1819;39;Jura;27;Bourgogne-Franche-Comté
39489;Saint-Lothain;473;39;Jura;27;Bourgogne-Franche-Comté
39490;Saint-Loup;284;39;Jura;27;Bourgogne-Franche-Comté
39491;Coteaux du Lizon;2390;39;Jura;27;Bourgogne-Franche-Comté
39492;Saint-Maur;233;39;Jura;27;Bourgogne-Franche-Comté
39493;Saint-Maurice-Crillat;239;39;Jura;27;Bourgogne-Franche-Comté
39494;Saint-Pierre;341;39;Jura;27;Bourgogne-Franche-Comté
39495;Saint-Thiébaud;60;39;Jura;27;Bourgogne-Franche-Comté
39497;Saizenay;98;39;Jura;27;Bourgogne-Franche-Comté
39498;Salans;580;39;Jura;27;Bourgogne-Franche-Comté
39499;Saligney;186;39;Jura;27;Bourgogne-Franche-Comté
39500;Salins-les-Bains;2652;39;Jura;27;Bourgogne-Franche-Comté
39501;Sampans;1154;39;Jura;27;Bourgogne-Franche-Comté
39502;Santans;305;39;Jura;27;Bourgogne-Franche-Comté
39503;Sapois;368;39;Jura;27;Bourgogne-Franche-Comté
39504;Sarrogna;233;39;Jura;27;Bourgogne-Franche-Comté
39505;Saugeot;65;39;Jura;27;Bourgogne-Franche-Comté
39507;Séligney;76;39;Jura;27;Bourgogne-Franche-Comté
39508;Sellières;756;39;Jura;27;Bourgogne-Franche-Comté
39510;Septmoncel les Molunes;843;39;Jura;27;Bourgogne-Franche-Comté
39511;Sergenaux;69;39;Jura;27;Bourgogne-Franche-Comté
39512;Sergenon;53;39;Jura;27;Bourgogne-Franche-Comté
39513;Sermange;257;39;Jura;27;Bourgogne-Franche-Comté
39514;Serre-les-Moulières;189;39;Jura;27;Bourgogne-Franche-Comté
39517;Sirod;533;39;Jura;27;Bourgogne-Franche-Comté
39518;Songeson;69;39;Jura;27;Bourgogne-Franche-Comté
39519;Soucia;192;39;Jura;27;Bourgogne-Franche-Comté
39520;Souvans;483;39;Jura;27;Bourgogne-Franche-Comté
39522;Supt;103;39;Jura;27;Bourgogne-Franche-Comté
39523;Syam;190;39;Jura;27;Bourgogne-Franche-Comté
39525;Tassenières;394;39;Jura;27;Bourgogne-Franche-Comté
39526;Tavaux;3908;39;Jura;27;Bourgogne-Franche-Comté
39527;Taxenne;104;39;Jura;27;Bourgogne-Franche-Comté
39528;Thervay;385;39;Jura;27;Bourgogne-Franche-Comté
39529;Thésy;67;39;Jura;27;Bourgogne-Franche-Comté
39530;Thoirette-Coisia;870;39;Jura;27;Bourgogne-Franche-Comté
39531;Thoiria;198;39;Jura;27;Bourgogne-Franche-Comté
39532;Thoissia;34;39;Jura;27;Bourgogne-Franche-Comté
39533;Toulouse-le-Château;221;39;Jura;27;Bourgogne-Franche-Comté
39534;La Tour-du-Meix;231;39;Jura;27;Bourgogne-Franche-Comté
39535;Tourmont;471;39;Jura;27;Bourgogne-Franche-Comté
39537;Trenal;461;39;Jura;27;Bourgogne-Franche-Comté
39538;Uxelles;53;39;Jura;27;Bourgogne-Franche-Comté
39539;Vadans;274;39;Jura;27;Bourgogne-Franche-Comté
39540;Valempoulières;203;39;Jura;27;Bourgogne-Franche-Comté
39543;Vannoz;203;39;Jura;27;Bourgogne-Franche-Comté
39545;Le Vaudioux;176;39;Jura;27;Bourgogne-Franche-Comté
39546;Vaudrey;388;39;Jura;27;Bourgogne-Franche-Comté
39547;Vaux-lès-Saint-Claude;699;39;Jura;27;Bourgogne-Franche-Comté
39548;Vaux-sur-Poligny;83;39;Jura;27;Bourgogne-Franche-Comté
39550;Verges;192;39;Jura;27;Bourgogne-Franche-Comté
39551;Véria;118;39;Jura;27;Bourgogne-Franche-Comté
39552;Vernantois;340;39;Jura;27;Bourgogne-Franche-Comté
39553;Le Vernois;316;39;Jura;27;Bourgogne-Franche-Comté
39554;Vers-en-Montagne;239;39;Jura;27;Bourgogne-Franche-Comté
39555;Vers-sous-Sellières;237;39;Jura;27;Bourgogne-Franche-Comté
39556;Vertamboz;92;39;Jura;27;Bourgogne-Franche-Comté
39557;Vescles;196;39;Jura;27;Bourgogne-Franche-Comté
39558;Vevy;265;39;Jura;27;Bourgogne-Franche-Comté
39559;La Vieille-Loye;408;39;Jura;27;Bourgogne-Franche-Comté
39560;Villard-Saint-Sauveur;618;39;Jura;27;Bourgogne-Franche-Comté
39561;Villards-d'Héria;425;39;Jura;27;Bourgogne-Franche-Comté
39565;Villeneuve-d'Aval;87;39;Jura;27;Bourgogne-Franche-Comté
39567;Villeneuve-sous-Pymont;286;39;Jura;27;Bourgogne-Franche-Comté
39568;Villerserine;52;39;Jura;27;Bourgogne-Franche-Comté
39569;Villers-Farlay;669;39;Jura;27;Bourgogne-Franche-Comté
39570;Villers-les-Bois;210;39;Jura;27;Bourgogne-Franche-Comté
39571;Villers-Robert;231;39;Jura;27;Bourgogne-Franche-Comté
39572;Villette-lès-Arbois;383;39;Jura;27;Bourgogne-Franche-Comté
39573;Villette-lès-Dole;769;39;Jura;27;Bourgogne-Franche-Comté
39574;Villevieux;713;39;Jura;27;Bourgogne-Franche-Comté
39575;Le Villey;88;39;Jura;27;Bourgogne-Franche-Comté
39576;Val-Sonnette;912;39;Jura;27;Bourgogne-Franche-Comté
39577;Vincent-Froideville;391;39;Jura;27;Bourgogne-Franche-Comté
39579;Viry;938;39;Jura;27;Bourgogne-Franche-Comté
39581;Vitreux;286;39;Jura;27;Bourgogne-Franche-Comté
39582;Voiteur;748;39;Jura;27;Bourgogne-Franche-Comté
39583;Vosbles-Valfin;188;39;Jura;27;Bourgogne-Franche-Comté
39584;Vriange;152;39;Jura;27;Bourgogne-Franche-Comté
39585;Vulvoz;19;39;Jura;27;Bourgogne-Franche-Comté
39586;Aresches;34;39;Jura;27;Bourgogne-Franche-Comté
70001;Abelcourt;352;70;Haute-Saône;27;Bourgogne-Franche-Comté
70002;Aboncourt-Gesincourt;215;70;Haute-Saône;27;Bourgogne-Franche-Comté
70003;Achey;71;70;Haute-Saône;27;Bourgogne-Franche-Comté
70004;Adelans-et-le-Val-de-Bithaine;296;70;Haute-Saône;27;Bourgogne-Franche-Comté
70005;Aillevans;154;70;Haute-Saône;27;Bourgogne-Franche-Comté
70006;Aillevillers-et-Lyaumont;1579;70;Haute-Saône;27;Bourgogne-Franche-Comté
70007;Ailloncourt;304;70;Haute-Saône;27;Bourgogne-Franche-Comté
70008;Ainvelle;148;70;Haute-Saône;27;Bourgogne-Franche-Comté
70009;Aisey-et-Richecourt;105;70;Haute-Saône;27;Bourgogne-Franche-Comté
70010;Alaincourt;116;70;Haute-Saône;27;Bourgogne-Franche-Comté
70011;Amage;349;70;Haute-Saône;27;Bourgogne-Franche-Comté
70012;Amance;656;70;Haute-Saône;27;Bourgogne-Franche-Comté
70013;Ambiévillers;75;70;Haute-Saône;27;Bourgogne-Franche-Comté
70014;Amblans-et-Velotte;393;70;Haute-Saône;27;Bourgogne-Franche-Comté
70015;Amoncourt;292;70;Haute-Saône;27;Bourgogne-Franche-Comté
70016;Amont-et-Effreney;166;70;Haute-Saône;27;Bourgogne-Franche-Comté
70017;Anchenoncourt-et-Chazel;236;70;Haute-Saône;27;Bourgogne-Franche-Comté
70018;Ancier;495;70;Haute-Saône;27;Bourgogne-Franche-Comté
70019;Andelarre;133;70;Haute-Saône;27;Bourgogne-Franche-Comté
70020;Andelarrot;235;70;Haute-Saône;27;Bourgogne-Franche-Comté
70021;Andornay;206;70;Haute-Saône;27;Bourgogne-Franche-Comté
70022;Angirey;137;70;Haute-Saône;27;Bourgogne-Franche-Comté
70023;Anjeux;143;70;Haute-Saône;27;Bourgogne-Franche-Comté
70024;Apremont;467;70;Haute-Saône;27;Bourgogne-Franche-Comté
70025;Arbecey;263;70;Haute-Saône;27;Bourgogne-Franche-Comté
70026;Arc-lès-Gray;2537;70;Haute-Saône;27;Bourgogne-Franche-Comté
70027;Argillières;76;70;Haute-Saône;27;Bourgogne-Franche-Comté
70028;Aroz;152;70;Haute-Saône;27;Bourgogne-Franche-Comté
70029;Arpenans;245;70;Haute-Saône;27;Bourgogne-Franche-Comté
70030;Arsans;49;70;Haute-Saône;27;Bourgogne-Franche-Comté
70031;Athesans-Étroitefontaine;657;70;Haute-Saône;27;Bourgogne-Franche-Comté
70032;Attricourt;43;70;Haute-Saône;27;Bourgogne-Franche-Comté
70035;Augicourt;176;70;Haute-Saône;27;Bourgogne-Franche-Comté
70036;Aulx-lès-Cromary;164;70;Haute-Saône;27;Bourgogne-Franche-Comté
70037;Autet;264;70;Haute-Saône;27;Bourgogne-Franche-Comté
70038;Authoison;318;70;Haute-Saône;27;Bourgogne-Franche-Comté
70039;Autoreille;328;70;Haute-Saône;27;Bourgogne-Franche-Comté
70040;Autrey-lès-Cerre;233;70;Haute-Saône;27;Bourgogne-Franche-Comté
70041;Autrey-lès-Gray;372;70;Haute-Saône;27;Bourgogne-Franche-Comté
70042;Autrey-le-Vay;90;70;Haute-Saône;27;Bourgogne-Franche-Comté
70043;Auvet-et-la-Chapelotte;243;70;Haute-Saône;27;Bourgogne-Franche-Comté
70044;Auxon;422;70;Haute-Saône;27;Bourgogne-Franche-Comté
70045;Avrigney-Virey;426;70;Haute-Saône;27;Bourgogne-Franche-Comté
70046;Les Aynans;338;70;Haute-Saône;27;Bourgogne-Franche-Comté
70047;Baignes;98;70;Haute-Saône;27;Bourgogne-Franche-Comté
70048;Bard-lès-Pesmes;145;70;Haute-Saône;27;Bourgogne-Franche-Comté
70049;Barges;90;70;Haute-Saône;27;Bourgogne-Franche-Comté
70050;La Barre;102;70;Haute-Saône;27;Bourgogne-Franche-Comté
70051;La Basse-Vaivre;39;70;Haute-Saône;27;Bourgogne-Franche-Comté
70052;Bassigney;132;70;Haute-Saône;27;Bourgogne-Franche-Comté
70053;Les Bâties;79;70;Haute-Saône;27;Bourgogne-Franche-Comté
70054;Battrans;230;70;Haute-Saône;27;Bourgogne-Franche-Comté
70055;Baudoncourt;549;70;Haute-Saône;27;Bourgogne-Franche-Comté
70056;Baulay;299;70;Haute-Saône;27;Bourgogne-Franche-Comté
70057;Bay;134;70;Haute-Saône;27;Bourgogne-Franche-Comté
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;930;70;Haute-Saône;27;Bourgogne-Franche-Comté
70059;Beaumotte-Aubertans;444;70;Haute-Saône;27;Bourgogne-Franche-Comté
70060;Beaumotte-lès-Pin;302;70;Haute-Saône;27;Bourgogne-Franche-Comté
70061;Belfahy;80;70;Haute-Saône;27;Bourgogne-Franche-Comté
70062;Belmont;135;70;Haute-Saône;27;Bourgogne-Franche-Comté
70063;Belonchamp;201;70;Haute-Saône;27;Bourgogne-Franche-Comté
70064;Belverne;145;70;Haute-Saône;27;Bourgogne-Franche-Comté
70065;Besnans;79;70;Haute-Saône;27;Bourgogne-Franche-Comté
70066;Betaucourt;166;70;Haute-Saône;27;Bourgogne-Franche-Comté
70067;Betoncourt-lès-Brotte;119;70;Haute-Saône;27;Bourgogne-Franche-Comté
70069;Betoncourt-Saint-Pancras;50;70;Haute-Saône;27;Bourgogne-Franche-Comté
70070;Betoncourt-sur-Mance;30;70;Haute-Saône;27;Bourgogne-Franche-Comté
70071;Beulotte-Saint-Laurent;58;70;Haute-Saône;27;Bourgogne-Franche-Comté
70072;Beveuge;83;70;Haute-Saône;27;Bourgogne-Franche-Comté
70074;Blondefontaine;282;70;Haute-Saône;27;Bourgogne-Franche-Comté
70075;Bonboillon;199;70;Haute-Saône;27;Bourgogne-Franche-Comté
70076;Bonnevent-Velloreille;368;70;Haute-Saône;27;Bourgogne-Franche-Comté
70077;Borey;235;70;Haute-Saône;27;Bourgogne-Franche-Comté
70078;Bougey;94;70;Haute-Saône;27;Bourgogne-Franche-Comté
70079;Bougnon;544;70;Haute-Saône;27;Bourgogne-Franche-Comté
70080;Bouhans-et-Feurg;249;70;Haute-Saône;27;Bourgogne-Franche-Comté
70081;Bouhans-lès-Lure;322;70;Haute-Saône;27;Bourgogne-Franche-Comté
70082;Bouhans-lès-Montbozon;140;70;Haute-Saône;27;Bourgogne-Franche-Comté
70083;Bouligney;416;70;Haute-Saône;27;Bourgogne-Franche-Comté
70084;Boulot;681;70;Haute-Saône;27;Bourgogne-Franche-Comté
70085;Boult;595;70;Haute-Saône;27;Bourgogne-Franche-Comté
70086;Bourbévelle;82;70;Haute-Saône;27;Bourgogne-Franche-Comté
70087;Bourguignon-lès-Conflans;139;70;Haute-Saône;27;Bourgogne-Franche-Comté
70088;Bourguignon-lès-la-Charité;120;70;Haute-Saône;27;Bourgogne-Franche-Comté
70089;Bourguignon-lès-Morey;48;70;Haute-Saône;27;Bourgogne-Franche-Comté
70090;Boursières;58;70;Haute-Saône;27;Bourgogne-Franche-Comté
70091;Bousseraucourt;50;70;Haute-Saône;27;Bourgogne-Franche-Comté
70092;Bresilley;199;70;Haute-Saône;27;Bourgogne-Franche-Comté
70093;Breuches;705;70;Haute-Saône;27;Bourgogne-Franche-Comté
70094;Breuchotte;303;70;Haute-Saône;27;Bourgogne-Franche-Comté
70095;Breurey-lès-Faverney;632;70;Haute-Saône;27;Bourgogne-Franche-Comté
70096;Brevilliers;626;70;Haute-Saône;27;Bourgogne-Franche-Comté
70097;Briaucourt;243;70;Haute-Saône;27;Bourgogne-Franche-Comté
70098;Brotte-lès-Luxeuil;208;70;Haute-Saône;27;Bourgogne-Franche-Comté
70099;Brotte-lès-Ray;75;70;Haute-Saône;27;Bourgogne-Franche-Comté
70100;Broye-les-Loups-et-Verfontaine;124;70;Haute-Saône;27;Bourgogne-Franche-Comté
70101;Broye-Aubigney-Montseugny;477;70;Haute-Saône;27;Bourgogne-Franche-Comté
70102;Brussey;275;70;Haute-Saône;27;Bourgogne-Franche-Comté
70103;La Bruyère;214;70;Haute-Saône;27;Bourgogne-Franche-Comté
70104;Bucey-lès-Gy;601;70;Haute-Saône;27;Bourgogne-Franche-Comté
70105;Bucey-lès-Traves;115;70;Haute-Saône;27;Bourgogne-Franche-Comté
70106;Buffignécourt;119;70;Haute-Saône;27;Bourgogne-Franche-Comté
70107;Bussières;412;70;Haute-Saône;27;Bourgogne-Franche-Comté
70109;Buthiers;305;70;Haute-Saône;27;Bourgogne-Franche-Comté
70111;Calmoutier;262;70;Haute-Saône;27;Bourgogne-Franche-Comté
70112;Cemboing;183;70;Haute-Saône;27;Bourgogne-Franche-Comté
70113;Cenans;121;70;Haute-Saône;27;Bourgogne-Franche-Comté
70114;Cendrecourt;208;70;Haute-Saône;27;Bourgogne-Franche-Comté
70115;Cerre-lès-Noroy;231;70;Haute-Saône;27;Bourgogne-Franche-Comté
70116;Chagey;643;70;Haute-Saône;27;Bourgogne-Franche-Comté
70117;Châlonvillars;1252;70;Haute-Saône;27;Bourgogne-Franche-Comté
70118;Chambornay-lès-Bellevaux;183;70;Haute-Saône;27;Bourgogne-Franche-Comté
70119;Chambornay-lès-Pin;354;70;Haute-Saône;27;Bourgogne-Franche-Comté
70120;Champagney;3809;70;Haute-Saône;27;Bourgogne-Franche-Comté
70121;Champey;869;70;Haute-Saône;27;Bourgogne-Franche-Comté
70122;Champlitte;1675;70;Haute-Saône;27;Bourgogne-Franche-Comté
70124;Champtonnay;99;70;Haute-Saône;27;Bourgogne-Franche-Comté
70125;Champvans;183;70;Haute-Saône;27;Bourgogne-Franche-Comté
70126;Chancey;202;70;Haute-Saône;27;Bourgogne-Franche-Comté
70127;Chantes;119;70;Haute-Saône;27;Bourgogne-Franche-Comté
70128;La Chapelle-lès-Luxeuil;386;70;Haute-Saône;27;Bourgogne-Franche-Comté
70129;La Chapelle-Saint-Quillain;150;70;Haute-Saône;27;Bourgogne-Franche-Comté
70130;Charcenne;339;70;Haute-Saône;27;Bourgogne-Franche-Comté
70132;Chargey-lès-Gray;710;70;Haute-Saône;27;Bourgogne-Franche-Comté
70133;Chargey-lès-Port;237;70;Haute-Saône;27;Bourgogne-Franche-Comté
70134;Chariez;210;70;Haute-Saône;27;Bourgogne-Franche-Comté
70135;Charmes-Saint-Valbert;42;70;Haute-Saône;27;Bourgogne-Franche-Comté
70136;Charmoille;481;70;Haute-Saône;27;Bourgogne-Franche-Comté
70137;Chassey-lès-Montbozon;215;70;Haute-Saône;27;Bourgogne-Franche-Comté
70138;Chassey-lès-Scey;135;70;Haute-Saône;27;Bourgogne-Franche-Comté
70140;Châteney;59;70;Haute-Saône;27;Bourgogne-Franche-Comté
70141;Châtenois;127;70;Haute-Saône;27;Bourgogne-Franche-Comté
70142;Chaumercenne;181;70;Haute-Saône;27;Bourgogne-Franche-Comté
70143;Chauvirey-le-Châtel;122;70;Haute-Saône;27;Bourgogne-Franche-Comté
70144;Chauvirey-le-Vieil;33;70;Haute-Saône;27;Bourgogne-Franche-Comté
70145;Chaux-la-Lotière;442;70;Haute-Saône;27;Bourgogne-Franche-Comté
